ID,quarter,year,age,sex,race,fam_income,has_partner,education,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,treatment,pair_id
20201111200978,4,2020,37,male,white,100000,TRUE,Bachelors,1,11,Midwest,employed,FALSE,metropolitan,TRUE,507
20201111201290,4,2020,38,female,white,100000,TRUE,Bachelors,2,5,Midwest,employed,FALSE,metropolitan,TRUE,508
20201111201556,4,2020,41,female,white,100000,FALSE,Masters,1,7,West,"NA",FALSE,metropolitan,TRUE,510
20201209200903,4,2020,30,female,white,0,FALSE,HS,2,5,South,"NA",FALSE,non-metropolitan,TRUE,511
20201209202059,4,2020,43,male,white,50000,TRUE,Some college,3,1,South,not employed,FALSE,metropolitan,TRUE,512
20201210200161,4,2020,15,female,white,25000,FALSE,Did not graduate from HS,2,11,Midwest,"NA",TRUE,metropolitan,TRUE,513
20201210200182,4,2020,17,female,white,75000,FALSE,Did not graduate from HS,4,2,South,"NA",TRUE,metropolitan,TRUE,514
20201210200666,4,2020,34,male,white,10000,FALSE,Did not graduate from HS,1,10,Midwest,"NA",FALSE,metropolitan,TRUE,515
20201210200717,4,2020,39,female,white,40000,FALSE,HS,2,7,South,"NA",TRUE,metropolitan,TRUE,516
20201210200820,4,2020,37,female,asian,150000,TRUE,Masters,2,2,West,employed,FALSE,metropolitan,TRUE,517
20201210201013,4,2020,39,female,black,35000,FALSE,HS,2,10,West,"NA",FALSE,metropolitan,TRUE,518
20201210201097,4,2020,38,female,white,75000,TRUE,HS,2,11,Midwest,employed,FALSE,metropolitan,TRUE,519
20201210201119,4,2020,46,female,white,100000,FALSE,Some college,1,7,West,"NA",FALSE,metropolitan,TRUE,520
20201210201164,4,2020,34,male,white,100000,TRUE,Some college,2,0,South,not employed,FALSE,metropolitan,TRUE,521
20201210201353,4,2020,58,female,white,12500,TRUE,HS,2,9,South,not employed,FALSE,metropolitan,TRUE,522
20201210201555,4,2020,40,female,white,150000,TRUE,Masters,2,0,West,employed,FALSE,metropolitan,TRUE,523
20201210201648,4,2020,38,female,white,35000,FALSE,HS,1,6,South,"NA",FALSE,metropolitan,TRUE,524
20201210201659,4,2020,42,male,white,40000,TRUE,Masters,4,8,South,not employed,FALSE,metropolitan,TRUE,525
20201210201892,4,2020,47,male,white,100000,TRUE,HS,2,8,South,employed,FALSE,metropolitan,TRUE,526
20201210202050,4,2020,28,male,white,75000,TRUE,Bachelors,1,0,West,employed,FALSE,metropolitan,TRUE,527
20201210202304,4,2020,31,female,white,10000,FALSE,HS,2,3,Northeast,"NA",TRUE,metropolitan,TRUE,529
20201211200115,4,2020,20,male,white,60000,FALSE,Some college,1,4,South,"NA",TRUE,metropolitan,TRUE,530
20201211200122,4,2020,21,male,white,50000,FALSE,HS,2,1,Northeast,"NA",TRUE,metropolitan,TRUE,531
20201211200159,4,2020,21,male,white,60000,FALSE,HS,2,4,South,"NA",TRUE,metropolitan,TRUE,532
20201211200182,4,2020,24,male,black,30000,FALSE,Did not graduate from HS,1,9,Northeast,"NA",TRUE,metropolitan,TRUE,533
20201211200186,4,2020,16,male,white,75000,FALSE,Did not graduate from HS,3,10,West,"NA",TRUE,metropolitan,TRUE,534
20201211200242,4,2020,24,female,white,50000,TRUE,Bachelors,2,2,South,employed,FALSE,metropolitan,TRUE,535
20201211200264,4,2020,15,female,white,75000,FALSE,Did not graduate from HS,4,0,Northeast,"NA",TRUE,metropolitan,TRUE,536
20201211200312,4,2020,17,male,white,75000,FALSE,Did not graduate from HS,2,11,West,"NA",TRUE,metropolitan,TRUE,538
20201211200502,4,2020,36,female,white,60000,TRUE,Some college,2,0,South,employed,FALSE,non-metropolitan,TRUE,539
20201211200504,4,2020,30,female,white,12500,TRUE,Bachelors,2,1,South,not employed,FALSE,metropolitan,TRUE,540
20201211200513,4,2020,42,female,black,0,FALSE,Did not graduate from HS,3,2,Midwest,"NA",FALSE,metropolitan,TRUE,541
20201211200529,4,2020,39,male,white,100000,TRUE,Masters,2,0,South,employed,FALSE,metropolitan,TRUE,542
20201211200542,4,2020,30,female,white,40000,TRUE,Bachelors,2,0,Midwest,employed,FALSE,non-metropolitan,TRUE,543
20201211200599,4,2020,37,female,black,0,FALSE,Some college,4,1,Northeast,"NA",FALSE,metropolitan,TRUE,544
20201211200612,4,2020,32,female,white,75000,TRUE,Some college,1,1,Midwest,employed,FALSE,metropolitan,TRUE,545
20201211200633,4,2020,49,female,white,30000,FALSE,Some college,1,6,South,"NA",FALSE,metropolitan,TRUE,546
20201211200656,4,2020,41,male,white,150000,TRUE,Doctoral,2,4,South,employed,FALSE,metropolitan,TRUE,547
20201211200695,4,2020,27,male,white,40000,TRUE,Masters,1,3,South,employed,FALSE,metropolitan,TRUE,548
20201211200709,4,2020,41,female,black,50000,FALSE,Some college,3,11,South,"NA",FALSE,metropolitan,TRUE,550
20201211200752,4,2020,50,male,white,40000,FALSE,Bachelors,1,11,South,"NA",FALSE,metropolitan,TRUE,551
20201211200779,4,2020,48,female,white,15000,FALSE,Some college,1,6,Northeast,"NA",FALSE,metropolitan,TRUE,553
20201211200810,4,2020,30,female,white,30000,TRUE,Did not graduate from HS,2,3,South,employed,FALSE,metropolitan,TRUE,554
20201211200822,4,2020,38,male,white,75000,TRUE,Some college,3,3,West,employed,FALSE,metropolitan,TRUE,555
20201211200839,4,2020,34,male,white,60000,TRUE,Some college,2,5,West,not employed,FALSE,metropolitan,TRUE,556
20201211200943,4,2020,58,male,white,150000,TRUE,Doctoral,4,9,South,employed,FALSE,metropolitan,TRUE,557
20201211201017,4,2020,36,male,white,60000,TRUE,Bachelors,1,4,South,employed,FALSE,metropolitan,TRUE,558
20201211201047,4,2020,29,female,white,30000,TRUE,HS,2,3,South,employed,FALSE,non-metropolitan,TRUE,559
20201211201135,4,2020,49,male,white,100000,TRUE,Some college,3,4,Northeast,employed,FALSE,metropolitan,TRUE,560
20201211201213,4,2020,29,male,white,40000,TRUE,Some college,3,4,West,not employed,TRUE,non-metropolitan,TRUE,561
20201211201222,4,2020,55,male,white,40000,TRUE,HS,2,8,South,employed,FALSE,metropolitan,TRUE,562
20201211201244,4,2020,37,female,white,50000,TRUE,Bachelors,2,5,West,employed,FALSE,metropolitan,TRUE,563
20201211201268,4,2020,33,female,white,5000,FALSE,Did not graduate from HS,2,3,South,"NA",FALSE,metropolitan,TRUE,564
20201211201270,4,2020,44,male,white,150000,TRUE,Bachelors,3,7,South,employed,FALSE,metropolitan,TRUE,565
20201211201274,4,2020,47,male,white,150000,TRUE,Bachelors,2,12,Midwest,employed,FALSE,metropolitan,TRUE,566
20201211201291,4,2020,34,female,white,100000,TRUE,HS,7,1,Midwest,employed,FALSE,non-metropolitan,TRUE,568
20201211201368,4,2020,34,female,white,100000,TRUE,Masters,1,1,Midwest,employed,FALSE,metropolitan,TRUE,569
20201211201372,4,2020,41,male,white,100000,TRUE,Some college,2,11,Midwest,employed,FALSE,non-metropolitan,TRUE,570
20201211201384,4,2020,47,male,white,150000,TRUE,Masters,2,1,West,employed,FALSE,metropolitan,TRUE,571
20201211201468,4,2020,53,female,white,75000,FALSE,Bachelors,1,11,South,"NA",FALSE,metropolitan,TRUE,572
20201211201526,4,2020,37,male,white,150000,TRUE,Masters,2,1,Midwest,employed,FALSE,metropolitan,TRUE,573
20201211201564,4,2020,28,female,white,12500,TRUE,Some college,1,1,Northeast,employed,FALSE,metropolitan,TRUE,574
20201211201593,4,2020,43,female,white,100000,TRUE,Bachelors,1,10,Midwest,employed,FALSE,metropolitan,TRUE,575
20201211201617,4,2020,31,female,white,25000,FALSE,Some college,1,3,South,"NA",FALSE,metropolitan,TRUE,576
20201211201624,4,2020,42,male,white,50000,FALSE,Some college,1,6,Midwest,"NA",FALSE,metropolitan,TRUE,577
20201211201626,4,2020,49,male,white,50000,TRUE,Some college,2,10,Northeast,employed,FALSE,non-metropolitan,TRUE,578
20201211201643,4,2020,33,female,other,20000,TRUE,HS,5,0,West,not employed,FALSE,non-metropolitan,TRUE,579
20201211201648,4,2020,33,female,white,150000,TRUE,HS,1,4,West,employed,FALSE,metropolitan,TRUE,580
20201211201663,4,2020,39,male,white,75000,TRUE,Some college,4,4,South,not employed,FALSE,metropolitan,TRUE,581
20201211201667,4,2020,32,female,white,50000,FALSE,Did not graduate from HS,2,8,Midwest,"NA",FALSE,non-metropolitan,TRUE,582
20201211201675,4,2020,50,female,white,100000,TRUE,Bachelors,3,9,West,employed,FALSE,metropolitan,TRUE,583
20201211201691,4,2020,31,female,white,60000,TRUE,Some college,2,7,West,employed,FALSE,metropolitan,TRUE,584
20201211201701,4,2020,34,female,white,0,FALSE,Some college,2,7,West,"NA",FALSE,non-metropolitan,TRUE,585
20201211201722,4,2020,40,male,white,100000,TRUE,Bachelors,3,5,Northeast,not employed,FALSE,metropolitan,TRUE,586
20201211201740,4,2020,30,male,white,75000,TRUE,Some college,1,1,South,employed,FALSE,metropolitan,TRUE,587
20201211201756,4,2020,30,female,white,150000,TRUE,Bachelors,1,0,West,employed,FALSE,metropolitan,TRUE,588
20201211201760,4,2020,37,male,white,100000,TRUE,Bachelors,3,2,Northeast,employed,FALSE,metropolitan,TRUE,589
20201211201813,4,2020,39,female,white,50000,TRUE,Did not graduate from HS,2,8,South,not employed,FALSE,metropolitan,TRUE,590
20201211201865,4,2020,40,male,asian,60000,FALSE,Some college,2,8,West,"NA",TRUE,metropolitan,TRUE,591
20201211201887,4,2020,48,female,white,75000,FALSE,Masters,1,7,Northeast,"NA",FALSE,metropolitan,TRUE,592
20201211201898,4,2020,34,male,white,100000,TRUE,HS,3,9,South,employed,FALSE,metropolitan,TRUE,594
20201211201909,4,2020,38,female,other,40000,TRUE,HS,2,3,South,employed,FALSE,metropolitan,TRUE,595
20201211201914,4,2020,39,female,white,30000,TRUE,Bachelors,3,7,South,employed,FALSE,metropolitan,TRUE,596
20201211201932,4,2020,35,female,white,75000,TRUE,Bachelors,1,7,Midwest,employed,TRUE,metropolitan,TRUE,597
20201211201959,4,2020,40,male,white,100000,TRUE,HS,2,2,South,employed,FALSE,metropolitan,TRUE,598
20201211201962,4,2020,31,female,white,150000,TRUE,Bachelors,3,2,South,employed,FALSE,metropolitan,TRUE,599
20201211202046,4,2020,35,female,white,100000,FALSE,Masters,1,9,Midwest,"NA",FALSE,metropolitan,TRUE,600
20201211202071,4,2020,43,male,white,150000,TRUE,Bachelors,1,10,Midwest,employed,FALSE,metropolitan,TRUE,601
20201211202098,4,2020,41,male,white,100000,TRUE,HS,1,10,South,employed,FALSE,metropolitan,TRUE,602
20201211202102,4,2020,37,female,black,100000,TRUE,Some college,3,2,South,employed,FALSE,metropolitan,TRUE,603
20201211202145,4,2020,37,male,white,75000,TRUE,HS,1,3,West,employed,FALSE,metropolitan,TRUE,604
20201211202168,4,2020,34,male,white,30000,TRUE,Did not graduate from HS,5,2,Northeast,not employed,FALSE,non-metropolitan,TRUE,605
20201211202273,4,2020,47,male,white,60000,TRUE,Some college,1,12,South,employed,FALSE,non-metropolitan,TRUE,606
20201211202311,4,2020,39,female,white,60000,TRUE,Some college,3,9,South,employed,FALSE,metropolitan,TRUE,607
20201212200919,4,2020,52,male,white,150000,TRUE,Masters,2,10,West,not employed,FALSE,metropolitan,TRUE,608
20201212200995,4,2020,33,female,black,100000,TRUE,Masters,3,4,Northeast,employed,FALSE,metropolitan,TRUE,609
20201212201053,4,2020,43,female,white,150000,TRUE,Bachelors,2,5,West,employed,FALSE,metropolitan,TRUE,610
20201212201956,4,2020,40,male,other,75000,TRUE,Some college,1,0,West,employed,FALSE,metropolitan,TRUE,612
20201212202264,4,2020,35,male,white,150000,TRUE,Bachelors,1,2,Midwest,employed,FALSE,metropolitan,TRUE,613
20201212202312,4,2020,41,female,white,150000,TRUE,Bachelors,2,8,West,employed,FALSE,metropolitan,TRUE,614
