ID,year,age,sex,race,HH_income,married,education,n_child,age_youngest,region,treatment,pair_id
20090706090505,2009,37,male,white,35000,not married,HS,3,1,Midwest,TRUE,1327
20090706090507,2009,39,female,white,100000,married,Bachelors,3,7,Midwest,TRUE,1328
20090706090547,2009,40,male,white,40000,married,Bachelors,4,5,Midwest,TRUE,1329
20090706090580,2009,19,female,white,60000,not married,HS,1,14,Northeast,TRUE,1330
20090706090582,2009,43,female,other,100000,married,Bachelors,2,9,West,TRUE,1331
20090706090601,2009,40,female,white,100000,married,Some college,2,10,South,TRUE,1332
20090706090618,2009,28,female,other,60000,not married,HS,3,1,Midwest,TRUE,1333
20090706090645,2009,46,female,white,100000,not married,Doctoral,2,12,Midwest,TRUE,1334
20090706090672,2009,38,male,white,100000,married,Some college,2,6,West,TRUE,1335
20090706090685,2009,51,male,white,100000,married,Bachelors,1,15,Northeast,TRUE,1336
20090706090696,2009,33,female,white,15000,not married,HS,1,13,Northeast,TRUE,1337
20090706090710,2009,45,female,white,50000,married,Bachelors,2,1,Northeast,TRUE,1338
20090706090759,2009,41,male,white,50000,married,HS,2,11,West,TRUE,1339
20090706090772,2009,43,female,black,75000,married,Bachelors,2,12,Northeast,TRUE,1340
20090706090780,2009,37,male,white,150000,married,Bachelors,1,2,West,TRUE,1341
20090706090809,2009,47,female,white,75000,married,HS,1,17,Midwest,TRUE,1342
20090706090862,2009,26,female,black,0,not married,Some college,2,3,Midwest,TRUE,1343
20090706090864,2009,31,female,white,50000,married,HS,1,11,South,TRUE,1344
20090706090874,2009,18,male,white,100000,not married,Did not graduate from HS,1,9,Northeast,TRUE,1345
20090706090889,2009,50,male,white,40000,married,HS,1,16,Midwest,TRUE,1346
20090706090890,2009,31,male,white,5000,married,Masters,2,0,West,TRUE,1347
20090706090919,2009,16,female,white,75000,not married,Did not graduate from HS,3,10,South,TRUE,1348
20090706090926,2009,15,male,white,40000,not married,Did not graduate from HS,4,2,Midwest,TRUE,1349
20090706090939,2009,43,female,white,150000,not married,Some college,1,8,Northeast,TRUE,1350
20090706090950,2009,15,male,white,100000,not married,Did not graduate from HS,2,12,Northeast,TRUE,1351
20090706090954,2009,41,male,white,20000,married,Did not graduate from HS,4,8,Northeast,TRUE,1352
20090706090968,2009,43,female,black,30000,not married,Some college,1,14,West,TRUE,1353
20090706090975,2009,16,female,asian,75000,not married,Did not graduate from HS,2,13,Midwest,TRUE,1354
20090706090981,2009,41,male,white,40000,married,Bachelors,2,3,Midwest,TRUE,1355
20090706090983,2009,50,male,white,60000,not married,Bachelors,1,14,South,TRUE,1356
20090706090996,2009,39,female,white,100000,married,Bachelors,1,4,South,TRUE,1357
20090706091009,2009,27,male,white,30000,married,Some college,2,2,Midwest,TRUE,1358
20090706091026,2009,51,female,white,50000,married,Did not graduate from HS,1,14,South,TRUE,1359
20090706091037,2009,28,male,white,75000,married,Did not graduate from HS,2,0,Northeast,TRUE,1360
20090706091038,2009,17,female,white,60000,not married,Did not graduate from HS,1,17,South,TRUE,1361
20090706091068,2009,54,male,white,100000,married,Bachelors,2,14,Northeast,TRUE,1362
20090706091077,2009,35,female,white,20000,married,Bachelors,2,4,South,TRUE,1363
20090706091088,2009,31,female,white,100000,married,Bachelors,1,1,South,TRUE,1364
20090706091098,2009,30,female,asian,150000,married,Masters,1,1,Northeast,TRUE,1365
20090706091108,2009,34,male,white,100000,married,Bachelors,1,2,Midwest,TRUE,1366
20090706091114,2009,25,female,black,0,not married,Did not graduate from HS,3,2,South,TRUE,1367
20090706091148,2009,31,male,white,75000,married,Some college,2,3,Northeast,TRUE,1368
20090706091163,2009,41,male,black,150000,married,Bachelors,2,6,South,TRUE,1369
20090706091186,2009,46,female,white,75000,married,Bachelors,2,12,West,TRUE,1370
20090706091215,2009,15,female,white,40000,not married,Did not graduate from HS,3,12,West,TRUE,1371
20090706091228,2009,22,female,white,150000,not married,Some college,2,14,Midwest,TRUE,1372
20090706091240,2009,29,female,black,60000,married,HS,4,1,West,TRUE,1373
20090706091251,2009,31,female,asian,100000,married,Some college,3,2,West,TRUE,1374
20090706091268,2009,34,female,white,40000,married,Some college,1,3,Northeast,TRUE,1375
20090706091317,2009,50,male,white,50000,married,Some college,2,9,West,TRUE,1376
20090706091339,2009,44,female,black,25000,married,HS,2,7,South,TRUE,1377
20090706091356,2009,41,female,asian,150000,married,Masters,1,1,West,TRUE,1378
20090706091361,2009,34,female,asian,75000,married,Bachelors,2,2,Northeast,TRUE,1379
20090706091380,2009,17,male,white,50000,not married,Did not graduate from HS,4,9,South,TRUE,1380
20090706091389,2009,50,male,white,100000,married,Some college,1,17,West,TRUE,1381
20090706091400,2009,22,female,white,0,married,Some college,3,0,South,TRUE,1382
20090706091401,2009,75,female,white,35000,married,Some college,1,16,West,TRUE,1383
20090706091441,2009,55,female,white,60000,married,Did not graduate from HS,1,17,West,TRUE,1384
20090706091444,2009,71,male,white,15000,not married,Did not graduate from HS,1,1,Midwest,TRUE,1385
20090706091454,2009,24,female,white,75000,married,Some college,1,0,South,TRUE,1386
20090706091464,2009,43,female,white,15000,married,Masters,3,3,Northeast,TRUE,1387
20090706091465,2009,54,male,white,100000,married,Some college,2,7,Midwest,TRUE,1388
20090706091469,2009,23,female,white,7500,not married,HS,1,4,Midwest,TRUE,1389
20090706091472,2009,45,female,white,60000,not married,Some college,1,10,Northeast,TRUE,1390
20090706091473,2009,40,male,white,60000,married,Masters,2,13,Midwest,TRUE,1391
20090706091498,2009,53,male,white,50000,married,Bachelors,2,11,West,TRUE,1392
20090706091576,2009,36,female,asian,12500,married,Did not graduate from HS,2,7,Northeast,TRUE,1393
20090706091585,2009,36,male,white,20000,married,Some college,2,9,West,TRUE,1394
20090706091592,2009,39,female,black,30000,not married,Some college,1,15,Midwest,TRUE,1395
20090706091596,2009,43,female,white,25000,not married,Some college,1,6,Northeast,TRUE,1396
20090706091620,2009,41,female,asian,60000,married,Bachelors,1,4,Midwest,TRUE,1397
20090706091628,2009,52,male,white,35000,not married,Some college,1,12,West,TRUE,1398
20090706091634,2009,22,female,white,35000,married,HS,1,4,Midwest,TRUE,1399
20090706091663,2009,15,male,other,10000,not married,Did not graduate from HS,4,5,South,TRUE,1400
20090706091694,2009,33,female,white,50000,married,Some college,2,0,South,TRUE,1401
20090706091730,2009,54,male,white,75000,married,Some college,3,3,Northeast,TRUE,1402
20090706091733,2009,31,male,white,50000,married,Masters,1,0,West,TRUE,1403
20090706091741,2009,38,male,white,35000,married,HS,2,14,West,TRUE,1404
20090706091749,2009,51,female,black,25000,not married,HS,1,2,Midwest,TRUE,1405
20090706091767,2009,35,male,white,150000,married,Bachelors,3,0,South,TRUE,1406
20090706091771,2009,25,female,asian,75000,married,Did not graduate from HS,1,0,Midwest,TRUE,1407
20090706091772,2009,35,female,white,60000,married,Some college,1,13,South,TRUE,1408
20090706091774,2009,35,female,white,75000,married,Masters,2,1,South,TRUE,1409
20090706091778,2009,40,male,white,75000,married,HS,1,4,South,TRUE,1410
20090706091785,2009,45,female,black,75000,not married,Bachelors,3,9,South,TRUE,1411
20090706091790,2009,34,female,white,60000,married,HS,2,10,Northeast,TRUE,1412
20090706091794,2009,57,female,white,40000,married,HS,1,17,Midwest,TRUE,1413
20090706091805,2009,15,female,white,15000,not married,Did not graduate from HS,1,15,West,TRUE,1414
20090706091811,2009,35,male,white,20000,married,Some college,1,12,West,TRUE,1415
20090706091840,2009,37,female,white,150000,married,Bachelors,4,6,Northeast,TRUE,1416
20090706091846,2009,35,male,white,100000,married,Masters,2,2,South,TRUE,1417
20090706091860,2009,45,male,white,100000,married,Some college,2,5,West,TRUE,1418
20090706091866,2009,24,male,white,15000,not married,HS,1,3,Northeast,TRUE,1419
20090706091877,2009,33,female,white,20000,not married,Did not graduate from HS,4,11,Midwest,TRUE,1420
20090706091880,2009,59,female,white,75000,not married,Masters,1,6,Midwest,TRUE,1421
20090706091903,2009,17,male,white,100000,not married,Did not graduate from HS,1,17,South,TRUE,1422
20090706091906,2009,47,male,white,35000,married,HS,1,12,Midwest,TRUE,1423
20090706091918,2009,37,female,white,0,married,Masters,2,3,South,TRUE,1424
20090706091923,2009,27,male,asian,100000,married,Some college,1,6,Northeast,TRUE,1425
20090706091959,2009,46,female,white,150000,married,Bachelors,1,12,Northeast,TRUE,1426
20090706091975,2009,45,female,white,40000,married,Did not graduate from HS,3,11,West,TRUE,1427
20090706092021,2009,22,male,white,0,married,HS,3,0,South,TRUE,1428
20090706092024,2009,32,female,black,30000,married,Some college,1,9,South,TRUE,1429
20090706092031,2009,45,female,white,100000,married,Bachelors,3,5,West,TRUE,1430
20090706092042,2009,32,female,white,60000,married,Some college,1,1,West,TRUE,1431
20090706092047,2009,44,female,white,150000,married,Bachelors,2,10,Northeast,TRUE,1432
20090706092062,2009,44,male,white,75000,married,HS,2,10,South,TRUE,1433
20090706092097,2009,34,male,white,20000,married,Did not graduate from HS,2,4,Midwest,TRUE,1434
20090706092107,2009,28,female,white,50000,married,HS,3,2,South,TRUE,1435
20090706092108,2009,37,male,white,75000,married,Did not graduate from HS,1,5,Midwest,TRUE,1436
20090706092110,2009,50,male,white,60000,not married,HS,1,12,Northeast,TRUE,1437
20090706092122,2009,41,female,white,150000,married,Bachelors,2,6,West,TRUE,1438
20090706092127,2009,75,male,white,75000,not married,Bachelors,2,9,West,TRUE,1439
20090706092151,2009,44,male,white,100000,married,Bachelors,2,12,West,TRUE,1440
20090706092183,2009,23,female,white,10000,not married,HS,1,3,Midwest,TRUE,1441
20090706092192,2009,17,female,white,0,not married,Did not graduate from HS,2,5,Northeast,TRUE,1442
20090706092196,2009,34,female,white,60000,not married,HS,3,6,Midwest,TRUE,1443
20090706092220,2009,32,female,white,75000,married,HS,4,7,South,TRUE,1444
20090706092225,2009,64,female,white,7500,not married,Did not graduate from HS,2,8,Midwest,TRUE,1445
20090706092239,2009,22,female,white,30000,not married,Some college,1,8,South,TRUE,1446
20090706092254,2009,46,female,white,50000,married,Some college,1,14,South,TRUE,1447
20090706092274,2009,41,female,white,75000,married,Masters,2,2,Northeast,TRUE,1448
20090706092293,2009,16,female,white,30000,not married,Did not graduate from HS,3,12,South,TRUE,1449
20090706092294,2009,31,male,white,7500,not married,Did not graduate from HS,1,16,West,TRUE,1450
20090706092299,2009,37,female,white,100000,married,Masters,2,2,South,TRUE,1451
20090706092304,2009,16,male,white,100000,not married,Did not graduate from HS,1,16,Northeast,TRUE,1452
20090706092313,2009,34,female,white,75000,married,Masters,1,1,Northeast,TRUE,1453
20090706092322,2009,36,female,white,30000,married,HS,1,4,Midwest,TRUE,1454
20090706092344,2009,37,male,white,50000,married,Some college,2,5,Midwest,TRUE,1455
20090706092354,2009,17,male,white,75000,not married,Did not graduate from HS,3,3,South,TRUE,1456
20090706092361,2009,40,male,white,60000,married,HS,2,2,Midwest,TRUE,1457
20090706092388,2009,24,female,white,35000,not married,HS,1,3,Midwest,TRUE,1458
20090706092395,2009,38,female,white,12500,not married,Some college,1,11,West,TRUE,1459
20090706092423,2009,29,female,white,60000,not married,Some college,2,6,West,TRUE,1460
20090706092450,2009,55,male,white,100000,married,HS,1,7,Northeast,TRUE,1461
20090706092454,2009,50,female,white,40000,not married,Some college,2,14,Midwest,TRUE,1462
20090706092475,2009,57,male,black,30000,married,HS,3,12,South,TRUE,1463
20090706092479,2009,18,male,asian,100000,not married,Did not graduate from HS,1,12,West,TRUE,1464
20090706092482,2009,36,male,white,50000,not married,HS,5,6,Midwest,TRUE,1465
20090706092483,2009,23,female,black,40000,not married,Some college,1,17,South,TRUE,1466
20090706092491,2009,36,female,white,50000,married,Bachelors,2,10,Northeast,TRUE,1467
20090706092493,2009,16,female,white,50000,not married,Did not graduate from HS,2,15,Midwest,TRUE,1468
20090706092517,2009,34,male,white,50000,not married,HS,1,7,West,TRUE,1469
20090707090033,2009,23,female,white,35000,not married,Some college,3,1,Northeast,TRUE,1470
20090707090045,2009,17,female,black,12500,not married,Did not graduate from HS,5,5,Midwest,TRUE,1471
20090707090113,2009,47,male,white,15000,not married,HS,3,8,Midwest,TRUE,1472
20090707090145,2009,39,female,white,7500,not married,Did not graduate from HS,2,4,South,TRUE,1473
20090707090652,2009,16,male,black,100000,not married,Did not graduate from HS,2,12,South,TRUE,1474
20090707090799,2009,18,female,white,75000,not married,Did not graduate from HS,1,15,South,TRUE,1475
20090707090819,2009,20,male,white,150000,not married,Some college,2,2,West,TRUE,1476
20090707090849,2009,39,female,white,100000,married,Bachelors,2,9,Northeast,TRUE,1477
20090707090870,2009,49,female,white,30000,not married,Some college,2,11,South,TRUE,1478
20090707090977,2009,37,female,white,35000,married,Some college,3,5,Northeast,TRUE,1479
20090707091005,2009,31,male,white,60000,married,Bachelors,2,1,South,TRUE,1480
20090707091062,2009,33,female,white,35000,not married,Some college,2,8,West,TRUE,1481
20090707091088,2009,21,female,white,150000,not married,Some college,1,15,Midwest,TRUE,1482
20090707091093,2009,37,female,white,100000,married,Masters,2,4,South,TRUE,1483
20090707091107,2009,41,female,black,50000,not married,Bachelors,1,5,South,TRUE,1484
20090707091191,2009,44,female,white,25000,married,HS,2,10,West,TRUE,1485
20090707091398,2009,17,female,white,150000,not married,Did not graduate from HS,1,17,South,TRUE,1486
20090707091573,2009,26,female,white,30000,married,Some college,1,3,South,TRUE,1487
20090707091576,2009,19,male,white,35000,not married,HS,5,5,South,TRUE,1488
20090707091584,2009,43,male,white,50000,married,Some college,1,15,South,TRUE,1489
20090707091915,2009,38,male,white,20000,not married,HS,2,4,Midwest,TRUE,1490
20090707091920,2009,62,male,white,75000,not married,HS,2,9,South,TRUE,1491
20090707091930,2009,19,female,white,35000,not married,Some college,1,13,South,TRUE,1492
20090707091975,2009,30,male,white,75000,not married,HS,1,7,South,TRUE,1493
20090707092103,2009,66,male,white,60000,married,Did not graduate from HS,3,0,South,TRUE,1494
20090707092109,2009,50,female,white,75000,married,Bachelors,2,15,Northeast,TRUE,1495
20090707092122,2009,30,male,white,150000,married,Bachelors,2,2,West,TRUE,1496
20090707092259,2009,42,female,white,60000,not married,Bachelors,2,6,West,TRUE,1497
20090707092264,2009,16,male,white,40000,not married,Did not graduate from HS,2,6,Midwest,TRUE,1498
20090707092481,2009,38,male,white,100000,married,Bachelors,2,3,Northeast,TRUE,1499
20090707092504,2009,32,female,white,150000,married,Masters,1,1,Midwest,TRUE,1500
20090805090999,2009,17,male,white,60000,not married,Did not graduate from HS,2,9,Midwest,TRUE,1501
20090805092058,2009,56,female,white,75000,married,HS,1,6,West,TRUE,1502
20090806090551,2009,21,male,white,25000,not married,HS,1,14,South,TRUE,1503
20090806090756,2009,40,male,white,40000,married,Bachelors,3,7,South,TRUE,1504
20090806090798,2009,29,male,white,40000,married,HS,3,0,South,TRUE,1505
20090806090849,2009,30,female,white,25000,married,HS,2,7,Midwest,TRUE,1506
20090806091300,2009,18,male,white,20000,not married,Did not graduate from HS,2,9,West,TRUE,1507
20090806091381,2009,49,female,white,60000,married,Did not graduate from HS,1,2,West,TRUE,1508
20090806091410,2009,38,male,white,40000,married,Some college,1,6,Midwest,TRUE,1509
20090806091539,2009,47,female,white,60000,married,HS,1,14,Midwest,TRUE,1510
20090806091617,2009,41,female,white,60000,not married,Bachelors,1,8,Northeast,TRUE,1511
20090806091623,2009,43,female,white,100000,married,Bachelors,2,4,Midwest,TRUE,1512
20090806091736,2009,16,female,white,40000,not married,Did not graduate from HS,1,16,South,TRUE,1513
20090806091826,2009,55,male,black,100000,married,HS,2,3,Midwest,TRUE,1514
20090806091912,2009,37,female,white,75000,not married,HS,2,14,West,TRUE,1515
20090806091913,2009,31,male,white,25000,married,Did not graduate from HS,2,6,West,TRUE,1516
20090806091941,2009,40,male,white,50000,married,HS,1,7,South,TRUE,1517
20090806092087,2009,46,male,white,75000,married,Some college,3,10,South,TRUE,1518
20090806092156,2009,30,female,white,30000,married,HS,1,14,West,TRUE,1519
20090806092349,2009,63,female,white,150000,married,HS,1,13,South,TRUE,1520
20090806092391,2009,31,female,asian,20000,not married,HS,3,4,South,TRUE,1521
20090806092448,2009,17,female,white,100000,not married,Did not graduate from HS,1,17,Midwest,TRUE,1522
20090807090061,2009,39,male,white,35000,married,HS,1,5,South,TRUE,1523
20090807090068,2009,37,male,white,100000,not married,Bachelors,2,0,Northeast,TRUE,1524
20090807090106,2009,58,male,white,25000,married,Some college,1,14,Northeast,TRUE,1525
20090807090134,2009,47,male,white,75000,married,HS,1,16,Northeast,TRUE,1526
20090807090148,2009,24,male,white,5000,married,Did not graduate from HS,1,2,South,TRUE,1527
20090807090149,2009,34,female,white,12500,married,HS,2,5,Midwest,TRUE,1528
20090807090502,2009,40,male,white,30000,married,Doctoral,2,2,West,TRUE,1529
20090807090503,2009,32,female,white,35000,married,HS,4,0,South,TRUE,1530
20090807090507,2009,35,female,white,50000,not married,HS,1,16,Midwest,TRUE,1531
20090807090515,2009,35,male,white,100000,married,Bachelors,1,0,South,TRUE,1532
20090807090548,2009,41,male,white,75000,married,Doctoral,2,3,Midwest,TRUE,1533
20090807090613,2009,37,female,white,50000,married,Some college,2,15,Northeast,TRUE,1534
20090807090618,2009,31,male,white,20000,not married,HS,2,5,Northeast,TRUE,1535
20090807090620,2009,49,female,white,60000,married,HS,2,13,West,TRUE,1536
20090807090642,2009,28,male,white,60000,married,Some college,2,3,South,TRUE,1537
20090807090669,2009,16,male,white,35000,not married,Did not graduate from HS,2,15,South,TRUE,1538
20090807090672,2009,38,female,white,150000,married,Bachelors,2,9,Northeast,TRUE,1539
20090807090688,2009,61,female,white,150000,married,Doctoral,3,3,South,TRUE,1540
20090807090695,2009,32,female,white,150000,married,Bachelors,1,4,Midwest,TRUE,1541
20090807090696,2009,85,female,black,20000,not married,Some college,1,16,Midwest,TRUE,1542
20090807090710,2009,38,male,white,75000,married,Bachelors,1,2,West,TRUE,1543
20090807090729,2009,45,female,white,100000,married,Some college,2,7,West,TRUE,1544
20090807090757,2009,49,female,white,40000,married,Did not graduate from HS,1,16,South,TRUE,1545
20090807090761,2009,29,male,white,100000,married,Bachelors,1,0,Midwest,TRUE,1546
20090807090765,2009,35,female,white,40000,not married,HS,1,13,West,TRUE,1547
20090807090804,2009,16,female,white,60000,not married,Did not graduate from HS,1,16,Midwest,TRUE,1548
20090807090840,2009,36,male,white,75000,married,Bachelors,2,2,Midwest,TRUE,1549
20090807090885,2009,36,male,white,75000,married,Some college,1,16,South,TRUE,1550
20090807090895,2009,28,female,black,10000,not married,HS,1,6,Midwest,TRUE,1551
20090807090930,2009,51,male,black,0,married,Some college,1,2,South,TRUE,1552
20090807090960,2009,17,male,white,30000,not married,Did not graduate from HS,3,10,Northeast,TRUE,1553
20090807090974,2009,33,female,white,35000,not married,Bachelors,1,7,South,TRUE,1554
20090807090975,2009,37,female,white,75000,married,Masters,2,0,Midwest,TRUE,1555
20090807090987,2009,29,male,white,40000,married,Some college,2,0,Midwest,TRUE,1556
20090807090992,2009,29,female,white,60000,married,Masters,1,1,Midwest,TRUE,1557
20090807091004,2009,37,female,black,35000,not married,Some college,2,9,South,TRUE,1558
20090807091009,2009,45,male,white,100000,married,Bachelors,1,15,Midwest,TRUE,1559
20090807091022,2009,44,female,white,75000,married,HS,1,16,Northeast,TRUE,1560
20090807091030,2009,45,male,white,60000,married,Some college,2,14,Northeast,TRUE,1561
20090807091033,2009,56,male,white,100000,not married,Bachelors,2,13,West,TRUE,1562
20090807091108,2009,41,female,white,35000,married,Some college,2,10,Midwest,TRUE,1563
20090807091111,2009,51,male,white,40000,married,Bachelors,1,17,South,TRUE,1564
20090807091114,2009,38,female,white,15000,married,HS,3,3,West,TRUE,1565
20090807091130,2009,42,female,white,100000,married,Bachelors,4,4,Midwest,TRUE,1566
20090807091157,2009,23,female,white,20000,married,Some college,2,0,South,TRUE,1567
20090807091184,2009,55,female,black,40000,not married,Some college,1,17,Midwest,TRUE,1568
20090807091206,2009,30,female,white,75000,married,Bachelors,2,2,Midwest,TRUE,1569
20090807091223,2009,21,male,white,50000,not married,Some college,1,17,Northeast,TRUE,1570
20090807091259,2009,19,female,white,35000,not married,Some college,2,0,Midwest,TRUE,1571
20090807091261,2009,16,female,white,150000,not married,Did not graduate from HS,1,16,Northeast,TRUE,1572
20090807091275,2009,30,male,white,30000,married,Masters,1,2,Northeast,TRUE,1573
20090807091308,2009,25,female,white,75000,married,Some college,1,16,South,TRUE,1574
20090807091324,2009,49,male,white,60000,married,Bachelors,2,11,West,TRUE,1575
20090807091360,2009,30,female,white,20000,married,HS,4,3,Northeast,TRUE,1576
20090807091375,2009,46,female,white,40000,married,HS,1,13,South,TRUE,1577
20090807091385,2009,51,male,white,150000,married,Masters,1,11,Northeast,TRUE,1578
20090807091388,2009,56,female,other,50000,married,Masters,1,15,Northeast,TRUE,1579
20090807091393,2009,47,male,white,50000,married,HS,1,17,South,TRUE,1580
20090807091397,2009,54,female,black,150000,married,Some college,1,6,West,TRUE,1581
20090807091408,2009,63,female,white,50000,married,Bachelors,2,10,West,TRUE,1582
20090807091412,2009,33,female,white,60000,not married,HS,1,12,West,TRUE,1583
20090807091441,2009,35,female,white,15000,married,HS,2,6,South,TRUE,1584
20090807091474,2009,41,male,white,150000,married,Masters,1,2,West,TRUE,1585
20090807091509,2009,58,female,white,100000,married,Masters,2,10,West,TRUE,1586
20090807091535,2009,21,female,white,40000,not married,Some college,3,0,South,TRUE,1587
20090807091546,2009,45,female,white,75000,married,Bachelors,2,10,Midwest,TRUE,1588
20090807091548,2009,52,male,white,100000,married,HS,1,11,Northeast,TRUE,1589
20090807091552,2009,41,female,white,100000,married,HS,2,10,Midwest,TRUE,1590
20090807091583,2009,47,female,white,10000,not married,Some college,1,12,Midwest,TRUE,1591
20090807091587,2009,40,female,white,75000,not married,HS,2,8,South,TRUE,1592
20090807091588,2009,35,female,white,30000,married,Did not graduate from HS,3,2,West,TRUE,1593
20090807091605,2009,28,female,white,35000,not married,Did not graduate from HS,1,3,South,TRUE,1594
20090807091612,2009,51,male,white,75000,married,Bachelors,1,14,Midwest,TRUE,1595
20090807091615,2009,43,male,white,150000,not married,Masters,1,4,West,TRUE,1596
20090807091617,2009,35,female,white,150000,married,Bachelors,2,0,West,TRUE,1597
20090807091639,2009,51,male,white,100000,married,HS,1,4,Midwest,TRUE,1598
20090807091660,2009,45,male,white,100000,married,Bachelors,2,10,South,TRUE,1599
20090807091665,2009,52,male,white,50000,married,Some college,1,13,West,TRUE,1600
20090807091675,2009,21,female,white,100000,married,Some college,2,1,West,TRUE,1601
20090807091714,2009,40,female,white,75000,married,Bachelors,1,15,Northeast,TRUE,1602
20090807091722,2009,41,female,white,50000,not married,Some college,2,15,West,TRUE,1603
20090807091743,2009,48,female,white,100000,married,HS,1,11,West,TRUE,1604
20090807091755,2009,39,female,white,75000,married,Bachelors,1,0,Midwest,TRUE,1605
20090807091756,2009,50,male,asian,75000,married,Bachelors,1,9,West,TRUE,1606
20090807091758,2009,44,male,white,150000,married,Bachelors,2,6,South,TRUE,1607
20090807091763,2009,41,male,white,60000,married,Bachelors,1,7,Midwest,TRUE,1608
20090807091777,2009,36,male,white,100000,married,Bachelors,2,1,Northeast,TRUE,1609
20090807091780,2009,44,female,white,60000,married,Bachelors,3,2,Northeast,TRUE,1610
20090807091786,2009,41,male,white,75000,married,Doctoral,2,2,Northeast,TRUE,1611
20090807091812,2009,29,male,white,35000,married,HS,1,8,South,TRUE,1612
20090807091859,2009,67,male,white,100000,not married,HS,2,9,Midwest,TRUE,1613
20090807091890,2009,42,female,white,20000,not married,Bachelors,3,6,South,TRUE,1614
20090807091895,2009,31,female,white,40000,married,HS,4,7,Midwest,TRUE,1615
20090807091897,2009,44,male,white,100000,married,Masters,2,6,West,TRUE,1616
20090807091898,2009,33,male,white,60000,married,HS,3,9,South,TRUE,1617
20090807091899,2009,17,male,white,25000,not married,Did not graduate from HS,1,17,Northeast,TRUE,1618
20090807091929,2009,47,female,white,100000,married,Masters,2,12,West,TRUE,1619
20090807091932,2009,60,male,white,25000,married,Did not graduate from HS,3,1,West,TRUE,1620
20090807091957,2009,48,female,white,50000,married,Bachelors,2,6,Midwest,TRUE,1621
20090807091966,2009,30,female,white,75000,married,Masters,1,0,Northeast,TRUE,1622
20090807091983,2009,17,male,asian,35000,not married,Did not graduate from HS,2,15,Midwest,TRUE,1623
20090807091991,2009,42,male,white,60000,married,HS,3,6,Midwest,TRUE,1624
20090807091997,2009,18,female,white,25000,not married,Some college,3,10,West,TRUE,1625
20090807092010,2009,54,male,white,40000,married,HS,1,5,South,TRUE,1626
20090807092087,2009,43,female,white,75000,married,Bachelors,2,12,Northeast,TRUE,1627
20090807092115,2009,33,female,white,12500,married,Did not graduate from HS,3,2,South,TRUE,1628
20090807092123,2009,50,male,white,75000,married,Some college,1,15,West,TRUE,1629
20090807092125,2009,45,male,white,150000,married,Masters,1,3,Midwest,TRUE,1630
20090807092127,2009,41,male,white,100000,married,HS,2,8,Northeast,TRUE,1631
20090807092131,2009,38,male,white,30000,married,Did not graduate from HS,2,6,West,TRUE,1632
20090807092141,2009,16,male,white,100000,not married,Did not graduate from HS,1,16,Midwest,TRUE,1633
20090807092145,2009,59,male,white,100000,married,Some college,1,16,West,TRUE,1634
20090807092146,2009,16,male,white,150000,not married,Did not graduate from HS,1,16,West,TRUE,1635
20090807092151,2009,25,female,white,40000,married,Did not graduate from HS,1,1,West,TRUE,1636
20090807092197,2009,27,female,white,35000,not married,Bachelors,1,5,South,TRUE,1637
20090807092236,2009,42,male,white,60000,married,Some college,2,10,Northeast,TRUE,1638
20090807092266,2009,37,female,white,75000,married,HS,2,9,South,TRUE,1639
20090807092296,2009,29,female,other,35000,married,Some college,4,1,South,TRUE,1640
20090807092297,2009,16,male,white,100000,not married,Did not graduate from HS,3,4,Midwest,TRUE,1641
20090807092320,2009,33,female,white,100000,married,Bachelors,3,0,Midwest,TRUE,1642
20090807092322,2009,28,female,white,12500,married,HS,3,0,West,TRUE,1643
20090807092324,2009,31,female,white,25000,not married,Some college,4,6,West,TRUE,1644
20090807092325,2009,32,female,white,0,married,Did not graduate from HS,4,1,South,TRUE,1645
20090807092334,2009,37,male,white,60000,married,HS,2,5,Midwest,TRUE,1646
20090807092345,2009,26,female,white,30000,not married,Some college,2,2,Northeast,TRUE,1647
20090807092347,2009,27,female,white,75000,married,Some college,1,0,South,TRUE,1648
20090807092352,2009,32,female,white,25000,married,Did not graduate from HS,3,0,West,TRUE,1649
20090807092363,2009,34,male,white,100000,married,Bachelors,1,0,Midwest,TRUE,1650
20090807092388,2009,29,female,white,50000,married,Some college,2,5,South,TRUE,1651
20090807092408,2009,38,male,white,150000,married,HS,2,3,South,TRUE,1652
20090807092419,2009,42,male,white,100000,married,Some college,4,4,Midwest,TRUE,1653
20090807092435,2009,22,female,white,40000,married,HS,1,0,West,TRUE,1654
20090807092440,2009,40,male,white,100000,married,Bachelors,1,8,South,TRUE,1655
20090807092458,2009,34,male,white,75000,married,Some college,1,0,Northeast,TRUE,1656
20090807092459,2009,40,female,white,75000,married,HS,3,5,South,TRUE,1657
20090807092499,2009,48,male,black,12500,married,Did not graduate from HS,2,14,South,TRUE,1658
20090807092512,2009,38,male,other,75000,married,Bachelors,3,8,South,TRUE,1659
20090807092521,2009,18,female,white,150000,not married,Did not graduate from HS,1,12,West,TRUE,1660
20090807092529,2009,51,female,white,7500,not married,Did not graduate from HS,1,8,Northeast,TRUE,1661
20090807092530,2009,40,female,white,30000,married,Some college,2,12,West,TRUE,1662
20090808090664,2009,50,female,white,60000,married,Bachelors,2,12,Northeast,TRUE,1663
20090808090809,2009,41,female,white,75000,married,HS,2,15,Midwest,TRUE,1664
20090808090820,2009,27,male,white,15000,not married,Some college,1,3,Northeast,TRUE,1665
